class1	gender1	class2	gender2	num_of_connections
5A	F	5A	F	5
5A	F	5A	M	4
5A	F	4A	F	0
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	F	0
5A	F	5A	M	2
5A	F	3B	M	0
5A	F	3B	M	0
5A	F	3B	F	0
5A	F	3B	F	0
5A	F	3B	F	0
5A	F	4B	F	0
5A	F	4B	M	0
5A	F	4B	M	1
5A	F	1B	M	0
5A	F	1B	M	4
5A	F	4B	F	1
5A	F	4B	M	0
5A	F	3A	M	0
5A	F	3A	M	0
5A	F	3A	F	0
5A	F	3A	M	0
5A	F	3B	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	4B	M	0
5A	F	4B	M	0
5A	F	4B	F	0
5A	F	4A	F	15
5A	F	4A	M	1
5A	F	1A	F	0
5A	F	1A	F	0
5A	F	5A	M	26
5A	F	5A	M	17
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	1
5A	F	5A	M	56
5A	F	5A	M	155
5A	F	5A	F	18
5A	F	5A	M	39
5A	F	5A	F	27
5A	F	5A	M	147
5A	F	4A	F	0
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	2
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	1
5A	F	1A	F	2
5A	F	1A	F	0
5A	F	5A	M	23
5A	F	5A	F	13
5A	M	3B	M	0
5A	M	3B	M	0
5A	M	3B	F	1
5A	M	3B	F	0
5A	M	3B	F	0
5A	M	4B	F	0
5A	M	4B	M	1
5A	M	4B	M	0
5A	M	1B	M	1
5A	M	1B	M	0
5A	M	4B	F	0
5A	M	4B	M	0
5A	M	3A	M	0
5A	M	3A	M	0
5A	M	3A	F	0
5A	M	3A	M	0
5A	M	3B	M	0
5A	M	1A	F	0
5A	M	1A	M	0
5A	M	4B	M	0
5A	M	4B	M	0
5A	M	4B	F	0
5A	M	4A	F	0
5A	M	4A	M	0
5A	M	1A	F	2
5A	M	1A	F	0
5A	M	5A	M	21
5A	M	5A	M	45
5A	M	2A	F	0
5A	M	2A	F	0
5A	M	1A	M	0
5A	M	5A	M	19
5A	M	5A	M	31
5A	M	5A	F	10
5A	M	5A	M	3
5A	M	5A	F	7
5A	M	5A	M	33
5A	M	4A	F	0
5A	M	2A	F	0
5A	M	2A	F	0
5A	M	1A	M	0
5A	M	1A	F	0
5A	M	1A	M	0
5A	M	1A	F	0
5A	M	1A	M	0
5A	M	1A	F	0
5A	M	1A	F	0
5A	M	5A	M	33
5A	M	5A	F	15
5A	M	5A	F	10
2A	F	3B	M	0
2A	F	3B	M	0
2A	F	3B	F	0
2A	F	3B	F	0
2A	F	3B	F	0
2A	F	4B	F	2
2A	F	4B	M	0
2A	F	4B	M	0
2A	F	1B	M	0
2A	F	1B	M	0
2A	F	4B	F	0
2A	F	4B	M	0
2A	F	3A	M	8
2A	F	3A	M	0
2A	F	3A	F	21
2A	F	3A	M	0
2A	F	3B	M	0
2A	F	1A	F	0
2A	F	1A	M	1
2A	F	4B	M	0
2A	F	4B	M	0
2A	F	4B	F	0
2A	F	4A	F	1
2A	F	4A	M	0
2A	F	1A	F	2
2A	F	1A	F	0
2A	F	5A	M	0
2A	F	5A	M	0
2A	F	2A	F	26
2A	F	2A	F	10
2A	F	1A	M	0
2A	F	5A	M	0
2A	F	5A	M	0
2A	F	5A	F	0
2A	F	5A	M	1
2A	F	5A	F	0
2A	F	5A	M	0
2A	F	4A	F	0
2A	F	2A	F	12
2A	F	2A	F	20
2A	F	1A	M	0
2A	F	1A	F	0
2A	F	1A	M	0
2A	F	1A	F	0
2A	F	1A	M	0
2A	F	1A	F	0
2A	F	1A	F	0
2A	F	5A	M	0
2A	F	5A	F	0
2A	F	5A	F	0
2A	F	5A	M	0
2A	F	3B	M	1
2A	F	3B	M	0
2A	F	3B	F	0
2A	F	3B	F	0
2A	F	3B	F	0
2A	F	4B	F	0
2A	F	4B	M	0
2A	F	4B	M	0
2A	F	1B	M	0
2A	F	1B	M	0
2A	F	4B	F	0
2A	F	4B	M	0
2A	F	3A	M	0
2A	F	3A	M	0
2A	F	3A	F	0
2A	F	3A	M	0
2A	F	3B	M	0
2A	F	1A	F	0
2A	F	1A	M	0
2A	F	4B	M	0
2A	F	4B	M	0
2A	F	4B	F	0
2A	F	4A	F	0
2A	F	4A	M	0
2A	F	1A	F	0
2A	F	1A	F	0
2A	F	5A	M	0
2A	F	5A	M	0
2A	F	2A	F	8
2A	F	2A	F	9
2A	F	1A	M	0
2A	F	5A	M	1
2A	F	5A	M	1
2A	F	5A	F	0
2A	F	5A	M	0
2A	F	5A	F	0
2A	F	5A	M	1
2A	F	4A	F	0
2A	F	2A	F	8
2A	F	2A	F	30
2A	F	1A	M	0
2A	F	1A	F	0
2A	F	1A	M	0
2A	F	1A	F	0
2A	F	1A	M	0
2A	F	1A	F	0
2A	F	1A	F	0
2A	F	5A	M	0
2A	F	5A	F	0
2A	F	5A	F	0
2A	F	5A	M	0
2A	F	2A	F	344
2A	M	3B	M	0
2A	M	3B	M	1
2A	M	3B	F	1
2A	M	3B	F	0
2A	M	3B	F	0
2A	M	4B	F	1
2A	M	4B	M	2
2A	M	4B	M	1
2A	M	1B	M	36
2A	M	1B	M	78
2A	M	4B	F	0
2A	M	4B	M	0
2A	M	3A	M	0
2A	M	3A	M	0
2A	M	3A	F	0
2A	M	3A	M	7
2A	M	3B	M	0
2A	M	1A	F	0
2A	M	1A	M	0
2A	M	4B	M	0
2A	M	4B	M	0
2A	M	4B	F	0
2A	M	4A	F	0
2A	M	4A	M	0
2A	M	1A	F	5
2A	M	1A	F	0
2A	M	5A	M	0
2A	M	5A	M	1
2A	M	2A	F	11
2A	M	2A	F	4
2A	M	1A	M	7
2A	M	5A	M	1
2A	M	5A	M	0
2A	M	5A	F	2
2A	M	5A	M	1
2A	M	5A	F	0
2A	M	5A	M	4
2A	M	4A	F	0
2A	M	2A	F	7
2A	M	2A	F	19
2A	M	1A	M	9
2A	M	1A	F	2
2A	M	1A	M	2
2A	M	1A	F	0
2A	M	1A	M	184
2A	M	1A	F	3
2A	M	1A	F	0
2A	M	5A	M	0
2A	M	5A	F	0
2A	M	5A	F	1
2A	M	5A	M	0
2A	M	2A	F	27
2A	M	2A	F	14
2A	M	3B	M	13
2A	M	3B	M	0
2A	M	3B	F	0
2A	M	3B	F	0
2A	M	3B	F	0
2A	M	4B	F	0
2A	M	4B	M	0
2A	M	4B	M	0
2A	M	1B	M	15
2A	M	1B	M	2
2A	M	4B	F	0
2A	M	4B	M	0
2A	M	3A	M	0
2A	M	3A	M	0
2A	M	3A	F	1
2A	M	3A	M	8
2A	M	3B	M	2
2A	M	1A	F	2
2A	M	1A	M	0
2A	M	4B	M	0
2A	M	4B	M	0
2A	M	4B	F	0
2A	M	4A	F	0
2A	M	4A	M	0
2A	M	1A	F	10
2A	M	1A	F	1
2A	M	5A	M	0
2A	M	5A	M	3
2A	M	2A	F	10
2A	M	2A	F	4
2A	M	1A	M	5
2A	M	5A	M	0
2A	M	5A	M	0
2A	M	5A	F	0
2A	M	5A	M	0
2A	M	5A	F	0
2A	M	5A	M	0
2A	M	4A	F	0
2A	M	2A	F	31
2A	M	2A	F	15
2A	M	1A	M	5
2A	M	1A	F	0
2A	M	1A	M	0
2A	M	1A	F	0
2A	M	1A	M	6
2A	M	1A	F	0
2A	M	1A	F	0
2A	M	5A	M	0
2A	M	5A	F	0
2A	M	5A	F	0
2A	M	5A	M	0
2A	M	2A	F	26
2A	M	2A	F	4
2A	M	2A	M	339
3A	M	3B	M	6
3A	M	3B	M	14
3A	M	3B	F	0
3A	M	3B	F	0
3A	M	3B	F	0
3A	M	4B	F	0
3A	M	4B	M	0
3A	M	4B	M	0
3A	M	1B	M	6
3A	M	1B	M	2
3A	M	4B	F	0
3A	M	4B	M	0
3A	M	3A	M	22
3A	M	3A	M	6
3A	M	3A	F	160
3A	M	3A	M	104
3A	M	3B	M	0
3A	M	1A	F	0
3A	M	1A	M	0
3A	M	4B	M	0
3A	M	4B	M	0
3A	M	4B	F	0
3A	M	4A	F	0
3A	M	4A	M	0
3A	M	1A	F	1
3A	M	1A	F	0
3A	M	5A	M	0
3A	M	5A	M	0
3A	M	2A	F	1
3A	M	2A	F	0
3A	M	1A	M	0
3A	M	5A	M	0
3A	M	5A	M	1
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	4A	F	0
3A	M	2A	F	0
3A	M	2A	F	0
3A	M	1A	M	0
3A	M	1A	F	0
3A	M	1A	M	0
3A	M	1A	F	0
3A	M	1A	M	0
3A	M	1A	F	0
3A	M	1A	F	0
3A	M	5A	M	0
3A	M	5A	F	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	2A	F	0
3A	M	2A	F	0
3A	M	2A	M	5
3A	M	2A	M	4
1A	M	3B	M	0
1A	M	3B	M	0
1A	M	3B	F	0
1A	M	3B	F	0
1A	M	3B	F	0
1A	M	4B	F	0
1A	M	4B	M	0
1A	M	4B	M	0
1A	M	1B	M	17
1A	M	1B	M	32
1A	M	4B	F	0
1A	M	4B	M	0
1A	M	3A	M	0
1A	M	3A	M	3
1A	M	3A	F	0
1A	M	3A	M	1
1A	M	3B	M	0
1A	M	1A	F	26
1A	M	1A	M	47
1A	M	4B	M	0
1A	M	4B	M	0
1A	M	4B	F	0
1A	M	4A	F	0
1A	M	4A	M	0
1A	M	1A	F	141
1A	M	1A	F	3
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	1A	M	17
1A	M	5A	M	0
1A	M	5A	M	1
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	4A	F	1
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	1A	M	20
1A	M	1A	F	32
1A	M	1A	M	24
1A	M	1A	F	7
1A	M	1A	M	13
1A	M	1A	F	29
1A	M	1A	F	14
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	2A	M	3
1A	M	2A	M	0
1A	M	3A	M	33
5A	F	3B	M	0
5A	F	3B	M	0
5A	F	3B	F	0
5A	F	3B	F	0
5A	F	3B	F	1
5A	F	4B	F	0
5A	F	4B	M	0
5A	F	4B	M	0
5A	F	1B	M	0
5A	F	1B	M	0
5A	F	4B	F	0
5A	F	4B	M	0
5A	F	3A	M	0
5A	F	3A	M	0
5A	F	3A	F	0
5A	F	3A	M	0
5A	F	3B	M	0
5A	F	1A	F	1
5A	F	1A	M	0
5A	F	4B	M	0
5A	F	4B	M	0
5A	F	4B	F	0
5A	F	4A	F	0
5A	F	4A	M	0
5A	F	1A	F	0
5A	F	1A	F	0
5A	F	5A	M	10
5A	F	5A	M	5
5A	F	2A	F	1
5A	F	2A	F	0
5A	F	1A	M	0
5A	F	5A	M	38
5A	F	5A	M	7
5A	F	5A	F	129
5A	F	5A	M	25
5A	F	5A	F	20
5A	F	5A	M	12
5A	F	4A	F	0
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	F	0
5A	F	5A	M	11
5A	F	5A	F	3
5A	F	5A	F	25
5A	F	5A	M	6
5A	F	2A	F	2
5A	F	2A	F	0
5A	F	2A	M	1
5A	F	2A	M	0
5A	F	3A	M	0
5A	F	1A	M	0
5A	F	3B	M	0
5A	F	3B	M	0
5A	F	3B	F	2
5A	F	3B	F	0
5A	F	3B	F	0
5A	F	4B	F	0
5A	F	4B	M	0
5A	F	4B	M	0
5A	F	1B	M	0
5A	F	1B	M	1
5A	F	4B	F	0
5A	F	4B	M	0
5A	F	3A	M	0
5A	F	3A	M	0
5A	F	3A	F	0
5A	F	3A	M	0
5A	F	3B	M	0
5A	F	1A	F	0
5A	F	1A	M	1
5A	F	4B	M	3
5A	F	4B	M	0
5A	F	4B	F	0
5A	F	4A	F	1
5A	F	4A	M	0
5A	F	1A	F	0
5A	F	1A	F	0
5A	F	5A	M	12
5A	F	5A	M	12
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	1
5A	F	5A	M	14
5A	F	5A	M	10
5A	F	5A	F	23
5A	F	5A	M	26
5A	F	5A	F	232
5A	F	5A	M	16
5A	F	4A	F	1
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	F	0
5A	F	5A	M	20
5A	F	5A	F	11
5A	F	5A	F	36
5A	F	5A	M	2
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	2A	M	0
5A	F	2A	M	1
5A	F	3A	M	0
5A	F	1A	M	0
5A	F	5A	F	39
5A	M	3B	M	0
5A	M	3B	M	0
5A	M	3B	F	0
5A	M	3B	F	0
5A	M	3B	F	0
5A	M	4B	F	0
5A	M	4B	M	0
5A	M	4B	M	0
5A	M	1B	M	0
5A	M	1B	M	0
5A	M	4B	F	1
5A	M	4B	M	0
5A	M	3A	M	0
5A	M	3A	M	1
5A	M	3A	F	2
5A	M	3A	M	0
5A	M	3B	M	0
5A	M	1A	F	1
5A	M	1A	M	0
5A	M	4B	M	0
5A	M	4B	M	0
5A	M	4B	F	0
5A	M	4A	F	1
5A	M	4A	M	0
5A	M	1A	F	0
5A	M	1A	F	0
5A	M	5A	M	14
5A	M	5A	M	26
5A	M	2A	F	0
5A	M	2A	F	0
5A	M	1A	M	0
5A	M	5A	M	24
5A	M	5A	M	21
5A	M	5A	F	72
5A	M	5A	M	19
5A	M	5A	F	10
5A	M	5A	M	15
5A	M	4A	F	0
5A	M	2A	F	0
5A	M	2A	F	0
5A	M	1A	M	0
5A	M	1A	F	0
5A	M	1A	M	0
5A	M	1A	F	0
5A	M	1A	M	1
5A	M	1A	F	0
5A	M	1A	F	0
5A	M	5A	M	14
5A	M	5A	F	9
5A	M	5A	F	8
5A	M	5A	M	71
5A	M	2A	F	0
5A	M	2A	F	0
5A	M	2A	M	1
5A	M	2A	M	0
5A	M	3A	M	0
5A	M	1A	M	0
5A	M	5A	F	26
5A	M	5A	F	17
5A	M	3B	M	0
5A	M	3B	M	0
5A	M	3B	F	0
5A	M	3B	F	0
5A	M	3B	F	0
5A	M	4B	F	0
5A	M	4B	M	0
5A	M	4B	M	1
5A	M	1B	M	6
5A	M	1B	M	1
5A	M	4B	F	2
5A	M	4B	M	0
5A	M	3A	M	1
5A	M	3A	M	0
5A	M	3A	F	2
5A	M	3A	M	0
5A	M	3B	M	0
5A	M	1A	F	0
5A	M	1A	M	2
5A	M	4B	M	0
5A	M	4B	M	1
5A	M	4B	F	1
5A	M	4A	F	2
5A	M	4A	M	1
5A	M	1A	F	0
5A	M	1A	F	0
5A	M	5A	M	30
5A	M	5A	M	69
5A	M	2A	F	0
5A	M	2A	F	0
5A	M	1A	M	0
5A	M	5A	M	234
5A	M	5A	M	41
5A	M	5A	F	21
5A	M	5A	M	39
5A	M	5A	F	30
5A	M	5A	M	36
5A	M	4A	F	0
5A	M	2A	F	0
5A	M	2A	F	0
5A	M	1A	M	1
5A	M	1A	F	0
5A	M	1A	M	0
5A	M	1A	F	0
5A	M	1A	M	1
5A	M	1A	F	0
5A	M	1A	F	0
5A	M	5A	M	163
5A	M	5A	F	9
5A	M	5A	F	33
5A	M	5A	M	46
5A	M	2A	F	0
5A	M	2A	F	0
5A	M	2A	M	1
5A	M	2A	M	1
5A	M	3A	M	0
5A	M	1A	M	0
5A	M	5A	F	6
5A	M	5A	F	91
5A	M	5A	M	50
5A	F	3B	M	0
5A	F	3B	M	0
5A	F	3B	F	1
5A	F	3B	F	0
5A	F	3B	F	0
5A	F	4B	F	0
5A	F	4B	M	0
5A	F	4B	M	0
5A	F	1B	M	2
5A	F	1B	M	1
5A	F	4B	F	0
5A	F	4B	M	1
5A	F	3A	M	0
5A	F	3A	M	0
5A	F	3A	F	1
5A	F	3A	M	0
5A	F	3B	M	0
5A	F	1A	F	0
5A	F	1A	M	1
5A	F	4B	M	0
5A	F	4B	M	0
5A	F	4B	F	0
5A	F	4A	F	1
5A	F	4A	M	0
5A	F	1A	F	0
5A	F	1A	F	0
5A	F	5A	M	2
5A	F	5A	M	141
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	0
5A	F	5A	M	24
5A	F	5A	M	2
5A	F	5A	F	0
5A	F	5A	M	11
5A	F	5A	F	16
5A	F	5A	M	3
5A	F	4A	F	0
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	F	0
5A	F	5A	M	18
5A	F	5A	F	4
5A	F	5A	F	44
5A	F	5A	M	22
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	2A	M	0
5A	F	2A	M	1
5A	F	3A	M	0
5A	F	1A	M	0
5A	F	5A	F	17
5A	F	5A	F	21
5A	F	5A	M	41
5A	F	5A	M	101
4B	F	3B	M	0
4B	F	3B	M	0
4B	F	3B	F	1
4B	F	3B	F	0
4B	F	3B	F	0
4B	F	4B	F	63
4B	F	4B	M	7
4B	F	4B	M	7
4B	F	1B	M	0
4B	F	1B	M	0
4B	F	4B	F	3
4B	F	4B	M	3
4B	F	3A	M	0
4B	F	3A	M	0
4B	F	3A	F	0
4B	F	3A	M	0
4B	F	3B	M	0
4B	F	1A	F	0
4B	F	1A	M	0
4B	F	4B	M	16
4B	F	4B	M	0
4B	F	4B	F	8
4B	F	4A	F	24
4B	F	4A	M	3
4B	F	1A	F	0
4B	F	1A	F	0
4B	F	5A	M	0
4B	F	5A	M	0
4B	F	2A	F	0
4B	F	2A	F	0
4B	F	1A	M	0
4B	F	5A	M	0
4B	F	5A	M	2
4B	F	5A	F	1
4B	F	5A	M	0
4B	F	5A	F	0
4B	F	5A	M	0
4B	F	4A	F	1
4B	F	2A	F	0
4B	F	2A	F	0
4B	F	1A	M	0
4B	F	1A	F	0
4B	F	1A	M	0
4B	F	1A	F	0
4B	F	1A	M	0
4B	F	1A	F	0
4B	F	1A	F	0
4B	F	5A	M	0
4B	F	5A	F	0
4B	F	5A	F	5
4B	F	5A	M	0
4B	F	2A	F	0
4B	F	2A	F	0
4B	F	2A	M	0
4B	F	2A	M	0
4B	F	3A	M	0
4B	F	1A	M	0
4B	F	5A	F	0
4B	F	5A	F	1
4B	F	5A	M	0
4B	F	5A	M	0
4B	F	5A	F	0
5A	F	3B	M	0
5A	F	3B	M	0
5A	F	3B	F	0
5A	F	3B	F	0
5A	F	3B	F	0
5A	F	4B	F	0
5A	F	4B	M	0
5A	F	4B	M	0
5A	F	1B	M	0
5A	F	1B	M	0
5A	F	4B	F	0
5A	F	4B	M	0
5A	F	3A	M	0
5A	F	3A	M	0
5A	F	3A	F	0
5A	F	3A	M	0
5A	F	3B	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	4B	M	0
5A	F	4B	M	0
5A	F	4B	F	0
5A	F	4A	F	0
5A	F	4A	M	0
5A	F	1A	F	1
5A	F	1A	F	0
5A	F	5A	M	18
5A	F	5A	M	18
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	0
5A	F	5A	M	11
5A	F	5A	M	5
5A	F	5A	F	2
5A	F	5A	M	27
5A	F	5A	F	20
5A	F	5A	M	7
5A	F	4A	F	0
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	0
5A	F	1A	M	0
5A	F	1A	F	1
5A	F	1A	F	0
5A	F	5A	M	34
5A	F	5A	F	4
5A	F	5A	F	173
5A	F	5A	M	8
5A	F	2A	F	0
5A	F	2A	F	0
5A	F	2A	M	1
5A	F	2A	M	0
5A	F	3A	M	0
5A	F	1A	M	0
5A	F	5A	F	7
5A	F	5A	F	18
5A	F	5A	M	10
5A	F	5A	M	18
5A	F	5A	F	59
5A	F	4B	F	2
1A	F	3B	M	0
1A	F	3B	M	0
1A	F	3B	F	1
1A	F	3B	F	0
1A	F	3B	F	1
1A	F	4B	F	5
1A	F	4B	M	0
1A	F	4B	M	2
1A	F	1B	M	2
1A	F	1B	M	0
1A	F	4B	F	0
1A	F	4B	M	0
1A	F	3A	M	0
1A	F	3A	M	0
1A	F	3A	F	0
1A	F	3A	M	2
1A	F	3B	M	0
1A	F	1A	F	20
1A	F	1A	M	13
1A	F	4B	M	0
1A	F	4B	M	0
1A	F	4B	F	0
1A	F	4A	F	0
1A	F	4A	M	0
1A	F	1A	F	3
1A	F	1A	F	9
1A	F	5A	M	0
1A	F	5A	M	0
1A	F	2A	F	0
1A	F	2A	F	0
1A	F	1A	M	32
1A	F	5A	M	0
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	4A	F	0
1A	F	2A	F	0
1A	F	2A	F	0
1A	F	1A	M	20
1A	F	1A	F	16
1A	F	1A	M	8
1A	F	1A	F	15
1A	F	1A	M	38
1A	F	1A	F	88
1A	F	1A	F	51
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	5A	F	4
1A	F	5A	M	0
1A	F	2A	F	0
1A	F	2A	F	2
1A	F	2A	M	0
1A	F	2A	M	3
1A	F	3A	M	2
1A	F	1A	M	11
1A	F	5A	F	0
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	4B	F	1
1A	F	5A	F	1
1A	M	3B	M	1
1A	M	3B	M	1
1A	M	3B	F	0
1A	M	3B	F	0
1A	M	3B	F	1
1A	M	4B	F	0
1A	M	4B	M	1
1A	M	4B	M	1
1A	M	1B	M	0
1A	M	1B	M	10
1A	M	4B	F	0
1A	M	4B	M	1
1A	M	3A	M	1
1A	M	3A	M	0
1A	M	3A	F	0
1A	M	3A	M	3
1A	M	3B	M	0
1A	M	1A	F	13
1A	M	1A	M	31
1A	M	4B	M	1
1A	M	4B	M	0
1A	M	4B	F	1
1A	M	4A	F	0
1A	M	4A	M	0
1A	M	1A	F	21
1A	M	1A	F	12
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	1A	M	26
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	4A	F	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	1A	M	19
1A	M	1A	F	12
1A	M	1A	M	23
1A	M	1A	F	41
1A	M	1A	M	97
1A	M	1A	F	92
1A	M	1A	F	23
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	F	1
1A	M	5A	M	0
1A	M	2A	F	1
1A	M	2A	F	0
1A	M	2A	M	2
1A	M	2A	M	0
1A	M	3A	M	0
1A	M	1A	M	22
1A	M	5A	F	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	4B	F	0
1A	M	5A	F	0
1A	M	1A	F	213
3A	M	3B	M	18
3A	M	3B	M	5
3A	M	3B	F	0
3A	M	3B	F	0
3A	M	3B	F	1
3A	M	4B	F	0
3A	M	4B	M	0
3A	M	4B	M	1
3A	M	1B	M	0
3A	M	1B	M	2
3A	M	4B	F	1
3A	M	4B	M	0
3A	M	3A	M	4
3A	M	3A	M	122
3A	M	3A	F	21
3A	M	3A	M	12
3A	M	3B	M	8
3A	M	1A	F	21
3A	M	1A	M	1
3A	M	4B	M	0
3A	M	4B	M	0
3A	M	4B	F	0
3A	M	4A	F	0
3A	M	4A	M	0
3A	M	1A	F	1
3A	M	1A	F	0
3A	M	5A	M	0
3A	M	5A	M	0
3A	M	2A	F	0
3A	M	2A	F	0
3A	M	1A	M	0
3A	M	5A	M	0
3A	M	5A	M	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	4A	F	0
3A	M	2A	F	15
3A	M	2A	F	13
3A	M	1A	M	0
3A	M	1A	F	0
3A	M	1A	M	0
3A	M	1A	F	0
3A	M	1A	M	3
3A	M	1A	F	0
3A	M	1A	F	0
3A	M	5A	M	0
3A	M	5A	F	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	2A	F	0
3A	M	2A	F	0
3A	M	2A	M	0
3A	M	2A	M	4
3A	M	3A	M	11
3A	M	1A	M	1
3A	M	5A	F	0
3A	M	5A	F	0
3A	M	5A	M	0
3A	M	5A	M	0
3A	M	5A	F	0
3A	M	4B	F	0
3A	M	5A	F	0
3A	M	1A	F	0
3A	M	1A	M	0
3A	F	3B	M	8
3A	F	3B	M	3
3A	F	3B	F	4
3A	F	3B	F	0
3A	F	3B	F	2
3A	F	4B	F	0
3A	F	4B	M	0
3A	F	4B	M	1
3A	F	1B	M	0
3A	F	1B	M	0
3A	F	4B	F	0
3A	F	4B	M	0
3A	F	3A	M	27
3A	F	3A	M	4
3A	F	3A	F	3
3A	F	3A	M	91
3A	F	3B	M	18
3A	F	1A	F	2
3A	F	1A	M	0
3A	F	4B	M	0
3A	F	4B	M	0
3A	F	4B	F	0
3A	F	4A	F	0
3A	F	4A	M	0
3A	F	1A	F	1
3A	F	1A	F	0
3A	F	5A	M	0
3A	F	5A	M	0
3A	F	2A	F	0
3A	F	2A	F	1
3A	F	1A	M	2
3A	F	5A	M	0
3A	F	5A	M	0
3A	F	5A	F	0
3A	F	5A	M	0
3A	F	5A	F	0
3A	F	5A	M	1
3A	F	4A	F	0
3A	F	2A	F	0
3A	F	2A	F	0
3A	F	1A	M	0
3A	F	1A	F	0
3A	F	1A	M	0
3A	F	1A	F	0
3A	F	1A	M	1
3A	F	1A	F	0
3A	F	1A	F	1
3A	F	5A	M	1
3A	F	5A	F	1
3A	F	5A	F	0
3A	F	5A	M	0
3A	F	2A	F	0
3A	F	2A	F	0
3A	F	2A	M	1
3A	F	2A	M	0
3A	F	3A	M	9
3A	F	1A	M	0
3A	F	5A	F	0
3A	F	5A	F	0
3A	F	5A	M	0
3A	F	5A	M	1
3A	F	5A	F	1
3A	F	4B	F	0
3A	F	5A	F	0
3A	F	1A	F	0
3A	F	1A	M	2
3A	F	3A	M	8
1A	F	3B	M	0
1A	F	3B	M	0
1A	F	3B	F	0
1A	F	3B	F	0
1A	F	3B	F	1
1A	F	4B	F	0
1A	F	4B	M	0
1A	F	4B	M	1
1A	F	1B	M	1
1A	F	1B	M	0
1A	F	4B	F	0
1A	F	4B	M	0
1A	F	3A	M	0
1A	F	3A	M	0
1A	F	3A	F	2
1A	F	3A	M	1
1A	F	3B	M	0
1A	F	1A	F	6
1A	F	1A	M	22
1A	F	4B	M	0
1A	F	4B	M	0
1A	F	4B	F	0
1A	F	4A	F	0
1A	F	4A	M	0
1A	F	1A	F	8
1A	F	1A	F	5
1A	F	5A	M	0
1A	F	5A	M	0
1A	F	2A	F	1
1A	F	2A	F	1
1A	F	1A	M	7
1A	F	5A	M	0
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	4A	F	0
1A	F	2A	F	0
1A	F	2A	F	0
1A	F	1A	M	26
1A	F	1A	F	8
1A	F	1A	M	193
1A	F	1A	F	10
1A	F	1A	M	2
1A	F	1A	F	49
1A	F	1A	F	46
1A	F	5A	M	0
1A	F	5A	F	0
